num_steels,,prob
425,,0
426,,0
427,,0
428,,0
429,,0
430,,0
431,,0
432,,0
433,,0
434,,0
435,,0
436,,0
437,,0
438,,0
439,,0
440,,0
441,,0
442,,0
443,,0
444,,0
445,,0
446,,0
447,,0
448,,0
449,,0
450,,0
451,,0
452,,0
453,,0
454,,0
455,,0
456,,0
457,,0
458,,0
459,,0
460,,0
461,,0
462,,0
463,,0
464,,0
465,,0
466,,0
467,,0
468,,0
469,,0
470,,0
471,,0
472,,0
473,,0
474,,0
475,,0
476,,0
477,,0
478,,0
479,,0
480,,0
481,,0
482,,0
483,,0
484,,0
485,,0
486,,0
487,,0
488,,0
489,,0
490,,0
491,,0
492,,0
493,,0
494,,0
495,,0
496,,0
497,,0
498,,0
499,,0
500,,0
501,,0
502,,0
503,,0
504,,0
505,,0
506,,0
507,,0
508,,0
509,,0
510,,0
511,,0
512,,0
513,,0
514,,0
515,,0
516,,0
517,,0
518,,0
519,,0
520,,0
521,,0
522,,0
523,,0
524,,0
525,,0
526,,0
527,,0
528,,0
529,,0
530,,0
531,,0
532,,0
533,,0
534,,0
535,,0
536,,0
537,,0
538,,0
539,,0
540,,0
541,,0
542,,0
543,,0
544,,0
545,,0
546,,0
547,,0
548,,0
549,,0
550,,0
551,,0
552,,0
553,,0
554,,0
555,,0
556,,0
557,,0
558,,0
559,,0
560,,0
561,,0
562,,0
563,,0
564,,0
565,,0
566,,0
567,,0
568,,0
569,,0
570,,0
571,,0
572,,0
573,,0
574,,0
575,,0
576,,0
577,,0
578,,0
579,,0
580,,0
581,,0
582,,0
583,,0
584,,0
585,,0
586,,0
587,,0
588,,0
589,,0
590,,0
591,,0
592,,0
593,,0
594,,0
595,,0
596,,0
597,,0
598,,0
599,,0
600,,0
601,,0
602,,0
603,,0
604,,0
605,,0
606,,0
607,,0
608,,0
609,,0
610,,0
611,,0
612,,0
613,,0
614,,0
615,,0
616,,0
617,,0
618,,0
619,,0
620,,0
621,,0
622,,0
623,,0
624,,0
625,,0
626,,0
627,,0
628,,0
629,,0
630,,0
631,,0
632,,0
633,,0
634,,0
635,,0
636,,0
637,,0
638,,0
639,,0
640,,0
641,,0
642,,0
643,,0
644,,0
645,,0
646,,0
647,,0
648,,0
649,,0
650,,0
651,,0
652,,0
653,,0
654,,0
655,,0
656,,0
657,,0
658,,0
659,,0
660,,0
661,,0
662,,0
663,,0
664,,0
665,,0
666,,0
667,,0
668,,0
669,,0
670,,0
671,,0
672,,0
673,,0
674,,0
675,,0
676,,0
677,,0
678,,0
679,,0
680,,0
681,,0
682,,0
683,,0
684,,0
685,,0
686,,0
687,,0
688,,0
689,,0
690,,0
691,,0
692,,0
693,,0
694,,0
695,,0
696,,0
697,,0
698,,0
699,,0
700,,0
701,,0
702,,0
703,,0
704,,0
705,,0
706,,0
707,,0
708,,0
709,,0
710,,0
711,,0
712,,0
713,,0
714,,0
715,,0
716,,0
717,,0
718,,0
719,,0
720,,0
721,,0
722,,0
723,,0
724,,0
725,,0
726,,0
727,,0
728,,0
729,,0
730,,0
731,,0
732,,0
733,,0
734,,0
735,,0
736,,0
737,,0
738,,0
739,,0
740,,0
741,,0
742,,0
743,,0
744,,0
745,,0
746,,0
747,,0
748,,0
749,,0
750,,0
751,,0
752,,0
753,,0
754,,0
755,,0
756,,0
757,,0
758,,0
759,,0
760,,0
761,,0
762,,0
763,,0
764,,0
765,,0
766,,0
767,,0
768,,0
769,,0
770,,0
771,,0
772,,0
773,,0
774,,0
775,,0
776,,0
777,,0
778,,0
779,,0
780,,0
781,,0
782,,0
783,,0
784,,0
785,,0
786,,0
787,,0
788,,0
789,,0
790,,0
791,,0
792,,0
793,,0
794,,0
795,,0
796,,0
797,,0
798,,0
799,,0
800,,0
801,,0
802,,0
803,,0
804,,0
805,,0
806,,0
807,,0
808,,0
809,,0
810,,0
811,,0
812,,0
813,,0
814,,0
815,,0
816,,0
817,,0
818,,0
819,,0
820,,0
821,,0
822,,0
823,,0
824,,0
825,,0
826,,0
827,,0
828,,0
829,,0
830,,0
831,,0
832,,0
833,,0
834,,0
835,,0
836,,0
837,,0
838,,0
839,,0
840,,0
841,,0
842,,0
843,,0
844,,0
845,,0
846,,0
847,,0
848,,0
849,,0
850,,0
851,,0
852,,0
853,,0
854,,0
855,,0
856,,0
857,,0
858,,0
859,,0
860,,0
861,,0
862,,0
863,,0
864,,0
865,,0
866,,0
867,,0
868,,0
869,,0
870,,0
871,,0
872,,0
873,,0
874,,0
875,,0
876,,0
877,,0
878,,0
879,,0
880,,0
881,,0
882,,0
883,,0
884,,0
885,,0
886,,0
887,,0
888,,0
889,,0
890,,0
891,,0
892,,0
893,,0
894,,0
895,,0
896,,0
897,,0
898,,0
899,,0
900,,0
901,,0
902,,0
903,,0
904,,0
905,,0
906,,0
907,,0
908,,0
909,,0
910,,0
911,,0
912,,0
913,,0
914,,0
915,,0
916,,0
917,,0
918,,0
919,,0
920,,0
921,,0
922,,0
923,,0
924,,0
925,,0
926,,0
927,,0
928,,0
929,,0
930,,0
931,,0
932,,0
933,,0
934,,0
935,,0
936,,0
937,,0
938,,0
939,,0
940,,0
941,,0
942,,0
943,,0
944,,0
945,,0
946,,0
947,,0
948,,0
949,,0
950,,0
951,,0
952,,0
953,,0
954,,0
955,,0
956,,0
957,,0
958,,0
959,,0
960,,0
961,,0
962,,0
963,,0
964,,0
965,,0
966,,0
967,,0
968,,0
969,,0
970,,0
971,,0
972,,0
973,,0
974,,0
975,,0
976,,0
977,,0
978,,0
979,,0
980,,0
981,,0
982,,0
983,,0
984,,0
985,,0
986,,0
987,,0
988,,0
989,,0
990,,0
991,,0
992,,0
993,,0
994,,0
995,,0
996,,0
997,,0
998,,0
999,,0
1000,,0
1001,,0
1002,,0
1003,,0
1004,,0
1005,,0
1006,,0
1007,,0
1008,,0
1009,,0
1010,,0
1011,,0
1012,,0
1013,,0
1014,,0
1015,,0
1016,,0
1017,,0
1018,,0
1019,,0
1020,,0
1021,,0
1022,,0
1023,,0
1024,,0
1025,,0
1026,,0
1027,,0
1028,,0
1029,,0
1030,,0
1031,,0
1032,,0
1033,,0
1034,,0
1035,,0
1036,,0
1037,,0
1038,,0
1039,,0
1040,,0
1041,,0
1042,,0
1043,,0
1044,,0
1045,,0
1046,,0
1047,,0
1048,,0
1049,,0
1050,,0
1051,,0
1052,,0
1053,,0
1054,,0
1055,,0
1056,,0
1057,,0
1058,,0
1059,,0
1060,,0
1061,,0
1062,,0
1063,,0
1064,,0
1065,,0
1066,,0
1067,,0
1068,,0
1069,,0
1070,,0
1071,,0
1072,,0
1073,,0
1074,,0
1075,,0
1076,,0
1077,,0
1078,,0
1079,,0
1080,,0
1081,,0
1082,,0
1083,,0
1084,,0
1085,,0
1086,,0
1087,,0
1088,,0
1089,,0
1090,,0
1091,,0
1092,,0
1093,,0
1094,,0
1095,,0
1096,,0
1097,,0
1098,,0
1099,,0
1100,,0
1101,,0
1102,,0
1103,,0
1104,,0
1105,,0
1106,,0
1107,,0
1108,,0
1109,,0
1110,,0
1111,,0
1112,,0
1113,,0
1114,,0
1115,,0
1116,,0
1117,,0
1118,,0
1119,,0
1120,,0
1121,,0
1122,,0
1123,,0
1124,,0
1125,,0
1126,,0
1127,,0
1128,,0
1129,,0
1130,,0
1131,,0
1132,,0
1133,,0
1134,,0
1135,,0
1136,,0
1137,,0
1138,,0
1139,,0
1140,,0
1141,,0
1142,,0
1143,,0
1144,,0
1145,,0
1146,,0
1147,,0
1148,,0
1149,,0
1150,,0
1151,,0
1152,,0
1153,,0
1154,,0
1155,,0
1156,,0
1157,,0
1158,,0
1159,,0
1160,,0
1161,,0
1162,,0
1163,,0
1164,,0
1165,,0
1166,,0
1167,,0
1168,,0
1169,,0
1170,,0
1171,,0
1172,,0
1173,,0
1174,,0
1175,,0
1176,,0
1177,,0
1178,,0
1179,,0
1180,,0
1181,,0
1182,,0
1183,,0
1184,,0
1185,,0
1186,,0
1187,,0
1188,,0
1189,,0
1190,,0
1191,,0
1192,,0
1193,,0
1194,,0
1195,,0
1196,,0
1197,,0
1198,,0
1199,,0
1200,,0
1201,,0
1202,,0
1203,,0
1204,,0
1205,,0
1206,,0
1207,,0
1208,,0
1209,,0
1210,,0
1211,,0
1212,,0
1213,,0
1214,,0
1215,,0
1216,,0
1217,,0
1218,,0
1219,,0
1220,,0
1221,,0
1222,,0
1223,,0
1224,,0
1225,,0
1226,,0
1227,,0
1228,,0
1229,,0
1230,,0
1231,,0
1232,,0
1233,,0
1234,,0
1235,,0
1236,,0
1237,,0
1238,,0
1239,,0
1240,,0
1241,,0
1242,,0
1243,,0
1244,,0
1245,,0
1246,,0
1247,,0
1248,,0
1249,,0
1250,,0
1251,,0
1252,,0
1253,,0
1254,,0
1255,,0
1256,,0
1257,,0
1258,,0
1259,,0
1260,,0
1261,,0
1262,,0
1263,,0
1264,,0
1265,,0
1266,,0
1267,,0
1268,,0
1269,,0
1270,,0
1271,,0
1272,,0
1273,,0
1274,,0
1275,,0
1276,,0
1277,,0
1278,,0
1279,,0
1280,,0
1281,,0
1282,,0
1283,,0
1284,,0
1285,,0
1286,,0
1287,,0
1288,,0
1289,,0
1290,,0
1291,,0
1292,,0
1293,,0
1294,,0
1295,,0
1296,,0
1297,,0
1298,,0
1299,,0
1300,,0
1301,,0
1302,,0
1303,,0
1304,,0
1305,,0
1306,,0
1307,,0
1308,,0
1309,,0
1310,,0
1311,,0
1312,,0
1313,,0
1314,,0
1315,,0
1316,,0
1317,,0
1318,,0
1319,,0
1320,,0
1321,,0
1322,,0
1323,,0
1324,,0
1325,,0
1326,,0
1327,,0
1328,,0
1329,,0
1330,,0
1331,,0
1332,,0
1333,,0
1334,,0
1335,,0
1336,,0
1337,,0
1338,,0
1339,,0
1340,,0
1341,,0
1342,,0
1343,,0
1344,,0
1345,,0
1346,,0
1347,,0
1348,,0
1349,,0
1350,,0
1351,,0
1352,,0
1353,,0
1354,,0
1355,,0
1356,,0
1357,,0
1358,,0
1359,,0
1360,,0
1361,,0
1362,,0
1363,,0
1364,,0
1365,,0
1366,,0
1367,,0
1368,,0
1369,,0
1370,,0
1371,,0
1372,,0
1373,,0
1374,,0
1375,,0
1376,,0
1377,,0
1378,,0
1379,,0
1380,,0
1381,,0
1382,,0
1383,,0
1384,,0
1385,,0
1386,,0
1387,,0
1388,,0
1389,,0
1390,,0
1391,,0
1392,,0
1393,,0
1394,,0
1395,,0
1396,,0
1397,,0
1398,,0
1399,,0
1400,,0
1401,,0
1402,,0
1403,,0
1404,,0
1405,,0
1406,,0
1407,,0
1408,,0
1409,,0
1410,,0
1411,,0
1412,,0
1413,,0
1414,,0
1415,,0
1416,,0
1417,,0
1418,,0
1419,,0
1420,,0
1421,,0
1422,,0
1423,,0
1424,,0
1425,,0
1426,,0
1427,,0
1428,,0
1429,,0
1430,,0
1431,,0
1432,,0
1433,,0
1434,,0
1435,,0
1436,,0
1437,,0
1438,,0
1439,,0
1440,,0
1441,,0
1442,,0
1443,,0
1444,,0
1445,,0
1446,,0
1447,,0
1448,,0
1449,,0
1450,,0
1451,,0
1452,,0
1453,,0
1454,,0
1455,,0
1456,,0
1457,,0
1458,,0
1459,,0
1460,,0
1461,,0
1462,,0
1463,,0
1464,,0
1465,,0
1466,,0
1467,,0
1468,,0
1469,,0
1470,,0
1471,,0
1472,,0
1473,,0
1474,,0
1475,,0
1476,,0
1477,,0
1478,,0
1479,,0
1480,,0
1481,,0
1482,,0
1483,,0
1484,,0
1485,,0
1486,,0
1487,,0
1488,,0
1489,,0
1490,,0
1491,,0
1492,,0
1493,,0
1494,,0
1495,,0
1496,,0
1497,,0
1498,,0
1499,,0
1500,,0
1501,,0
1502,,0
1503,,0
1504,,0
1505,,0
1506,,0
1507,,0
1508,,0
1509,,0
1510,,0
1511,,0
1512,,0
1513,,0
1514,,0
1515,,0
1516,,0
1517,,0
1518,,0
1519,,0
1520,,0
1521,,0
1522,,0
1523,,0
1524,,0
1525,,0
1526,,0
1527,,0
1528,,0
1529,,0
1530,,0
1531,,0
1532,,0
1533,,0
1534,,0
1535,,0
1536,,0
1537,,0
1538,,0
1539,,0
1540,,0
1541,,0
1542,,0
1543,,0
1544,,0
1545,,0
1546,,0
1547,,0
1548,,0
1549,,0
1550,,0
1551,,0
1552,,0
1553,,0
1554,,0
1555,,0
1556,,0
1557,,0
1558,,0
1559,,0
1560,,0
1561,,0
1562,,0
1563,,0
1564,,0
1565,,0
1566,,0
1567,,0
1568,,0
1569,,0
1570,,0
1571,,0
1572,,0
1573,,0
1574,,0
1575,,0
1576,,0
1577,,0
1578,,0
1579,,0
1580,,0
1581,,0
1582,,0
1583,,0
1584,,0
1585,,0
1586,,0
1587,,0
1588,,0
1589,,0
1590,,0
1591,,0
1592,,0
1593,,0
1594,,0
1595,,0
1596,,0
1597,,0
1598,,0
1599,,0
1600,,0
1601,,0
1602,,0
1603,,0
1604,,0
1605,,0
1606,,0
1607,,0
1608,,0
1609,,0
1610,,0
1611,,0
1612,,0
1613,,0
1614,,0
1615,,0
1616,,0
1617,,0
1618,,0
1619,,0
1620,,0
1621,,0
1622,,0
1623,,0
1624,,0
1625,,0
1626,,0
1627,,0
1628,,0
1629,,0
1630,,0
1631,,0
1632,,0
1633,,0
1634,,0
1635,,0
1636,,0
1637,,0
1638,,0
1639,,0
1640,,0
1641,,0
1642,,0
1643,,0
1644,,0
1645,,0.00002
1646,,0
1647,,0
1648,,0
1649,,0
1650,,0
1651,,0
1652,,0
1653,,0
1654,,0
1655,,0
1656,,0
1657,,0
1658,,0
1659,,0
1660,,0
1661,,0
1662,,0
1663,,0
1664,,0
1665,,0
1666,,0
1667,,0
1668,,0
1669,,0
1670,,0
1671,,0
1672,,0
1673,,0
1674,,0
1675,,0
1676,,0
1677,,0
1678,,0
1679,,0
1680,,0
1681,,0
1682,,0
1683,,0
1684,,0
1685,,0
1686,,0
1687,,0
1688,,0
1689,,0
1690,,0
1691,,0
1692,,0
1693,,0
1694,,0
1695,,0
1696,,0
1697,,0
1698,,0.00002
1699,,0
1700,,0
1701,,0
1702,,0
1703,,0
1704,,0
1705,,0.00002
1706,,0
1707,,0
1708,,0
1709,,0
1710,,0
1711,,0
1712,,0.00004
1713,,0.00002
1714,,0
1715,,0
1716,,0.00002
1717,,0
1718,,0
1719,,0.00002
1720,,0.00002
1721,,0
1722,,0.00004
1723,,0.00002
1724,,0
1725,,0
1726,,0
1727,,0
1728,,0
1729,,0
1730,,0
1731,,0
1732,,0.00002
1733,,0.00002
1734,,0.00002
1735,,0.00002
1736,,0.00002
1737,,0
1738,,0.00002
1739,,0.00004
1740,,0.00002
1741,,0
1742,,0
1743,,0.00002
1744,,0.00002
1745,,0
1746,,0.00002
1747,,0.00002
1748,,0.00002
1749,,0.00002
1750,,0.00002
1751,,0.00006
1752,,0.00004
1753,,0
1754,,0.00008
1755,,0
1756,,0.00008
1757,,0
1758,,0.00002
1759,,0.00004
1760,,0
1761,,0
1762,,0.00002
1763,,0.00004
1764,,0.00004
1765,,0
1766,,0
1767,,0
1768,,0.00004
1769,,0.00006
1770,,0.00006
1771,,0.00006
1772,,0.00004
1773,,0.00002
1774,,0.0001
1775,,0.00006
1776,,0.00004
1777,,0.00014
1778,,0.00004
1779,,0.0001
1780,,0.00006
1781,,0.00006
1782,,0.00008
1783,,0.00008
1784,,0.00012
1785,,0.00012
1786,,0.00014
1787,,0.0001
1788,,0.00002
1789,,0.00004
1790,,0.0001
1791,,0.00014
1792,,0.0001
1793,,0.00008
1794,,0.00008
1795,,0.00008
1796,,0.00014
1797,,0.0001
1798,,0.00016
1799,,0.00012
1800,,0.00012
1801,,0.0002
1802,,0.00018
1803,,0.00006
1804,,0.00012
1805,,0.00002
1806,,0.00018
1807,,0.00014
1808,,0.00016
1809,,0.00024
1810,,0.00012
1811,,0.00024
1812,,0.0002
1813,,0.0003
1814,,0.0002
1815,,0.00028
1816,,0.00032
1817,,0.00028
1818,,0.00016
1819,,0.00028
1820,,0.00028
1821,,0.00026
1822,,0.00026
1823,,0.00026
1824,,0.0002
1825,,0.00034
1826,,0.00038
1827,,0.0003
1828,,0.00036
1829,,0.00034
1830,,0.0004
1831,,0.00044
1832,,0.00038
1833,,0.00058
1834,,0.00054
1835,,0.00064
1836,,0.00044
1837,,0.00038
1838,,0.00042
1839,,0.00058
1840,,0.00054
1841,,0.00066
1842,,0.00064
1843,,0.00056
1844,,0.00062
1845,,0.00058
1846,,0.00088
1847,,0.00086
1848,,0.00062
1849,,0.00052
1850,,0.0007
1851,,0.00088
1852,,0.00054
1853,,0.00078
1854,,0.00098
1855,,0.00084
1856,,0.00074
1857,,0.00102
1858,,0.00068
1859,,0.00102
1860,,0.00124
1861,,0.00098
1862,,0.00112
1863,,0.00138
1864,,0.00104
1865,,0.0016
1866,,0.00164
1867,,0.0013
1868,,0.00134
1869,,0.0015
1870,,0.00144
1871,,0.00144
1872,,0.00124
1873,,0.00154
1874,,0.00168
1875,,0.00174
1876,,0.00186
1877,,0.00228
1878,,0.002
1879,,0.0019
1880,,0.00228
1881,,0.00238
1882,,0.00232
1883,,0.00212
1884,,0.00212
1885,,0.00236
1886,,0.00266
1887,,0.0026
1888,,0.00242
1889,,0.003
1890,,0.00264
1891,,0.00266
1892,,0.00296
1893,,0.0033
1894,,0.00326
1895,,0.00324
1896,,0.00346
1897,,0.00308
1898,,0.00356
1899,,0.00362
1900,,0.00384
1901,,0.00418
1902,,0.00402
1903,,0.00456
1904,,0.00432
1905,,0.00458
1906,,0.00452
1907,,0.00408
1908,,0.0053
1909,,0.00512
1910,,0.0055
1911,,0.00554
1912,,0.00508
1913,,0.00532
1914,,0.00552
1915,,0.00596
1916,,0.00692
1917,,0.0065
1918,,0.006
1919,,0.00648
1920,,0.00706
1921,,0.00814
1922,,0.00718
1923,,0.00686
1924,,0.00884
1925,,0.0082
1926,,0.00842
1927,,0.00916
1928,,0.00918
1929,,0.0089
1930,,0.0095
1931,,0.00976
1932,,0.00996
1933,,0.0102
1934,,0.00962
1935,,0.01066
1936,,0.0109
1937,,0.01112
1938,,0.01096
1939,,0.01116
1940,,0.01228
1941,,0.01228
1942,,0.01342
1943,,0.01422
1944,,0.0139
1945,,0.01424
1946,,0.01446
1947,,0.01484
1948,,0.01488
1949,,0.0156
1950,,0.01714
1951,,0.01634
1952,,0.01754
1953,,0.01744
1954,,0.01762
1955,,0.0188
1956,,0.01908
1957,,0.01898
1958,,0.02038
1959,,0.01968
1960,,0.0223
1961,,0.02082
1962,,0.02202
1963,,0.02306
1964,,0.02448
1965,,0.02392
1966,,0.02464
1967,,0.02466
1968,,0.02582
1969,,0.02694
1970,,0.02616
1971,,0.02802
1972,,0.0277
1973,,0.02912
1974,,0.03096
1975,,0.03098
1976,,0.03186
1977,,0.03392
1978,,0.033
1979,,0.0345
1980,,0.03406
1981,,0.03566
1982,,0.03802
1983,,0.03632
1984,,0.03884
1985,,0.03848
1986,,0.04038
1987,,0.04206
1988,,0.0422
1989,,0.04204
1990,,0.04606
1991,,0.046
1992,,0.04414
1993,,0.04684
1994,,0.04904
1995,,0.05054
1996,,0.05222
1997,,0.05036
1998,,0.05314
1999,,0.05462
2000,,0.05554
2001,,0.05716
2002,,0.05848
2003,,0.06182
2004,,0.0615
2005,,0.06484
2006,,0.06422
2007,,0.06668
2008,,0.06814
2009,,0.06778
2010,,0.07248
2011,,0.0712
2012,,0.07334
2013,,0.07584
2014,,0.07596
2015,,0.077
2016,,0.08264
2017,,0.08272
2018,,0.08354
2019,,0.0839
2020,,0.08732
2021,,0.08966
2022,,0.09144
2023,,0.09652
2024,,0.09406
2025,,0.09816
2026,,0.09958
2027,,0.10072
2028,,0.10412
2029,,0.10732
2030,,0.10924
2031,,0.10982
2032,,0.11264
2033,,0.11482
2034,,0.1156
2035,,0.12036
2036,,0.12118
2037,,0.12572
2038,,0.12666
2039,,0.12716
2040,,0.1298
2041,,0.1321
2042,,0.13398
2043,,0.13738
2044,,0.1372
2045,,0.145
2046,,0.1471
2047,,0.14632
2048,,0.14996
2049,,0.15304
2050,,0.15618
2051,,0.15884
2052,,0.1654
2053,,0.16582
2054,,0.16938
2055,,0.1713
2056,,0.17628
2057,,0.17446
2058,,0.18086
2059,,0.18684
2060,,0.18694
2061,,0.19078
2062,,0.1901
2063,,0.19618
2064,,0.20278
2065,,0.20442
2066,,0.20734
2067,,0.21004
2068,,0.20988
2069,,0.21728
2070,,0.22396
2071,,0.22754
2072,,0.2336
2073,,0.22762
2074,,0.23642
2075,,0.23842
2076,,0.24084
2077,,0.24602
2078,,0.25424
2079,,0.25278
2080,,0.25872
2081,,0.26152
2082,,0.26404
2083,,0.27292
2084,,0.27504
2085,,0.27792
2086,,0.27932
2087,,0.28366
2088,,0.29128
2089,,0.29238
2090,,0.29982
2091,,0.3056
2092,,0.30922
2093,,0.31478
2094,,0.31672
2095,,0.3201
2096,,0.32674
2097,,0.33084
2098,,0.33458
2099,,0.33772
2100,,0.34258
2101,,0.34518
2102,,0.35128
2103,,0.35584
2104,,0.35618
2105,,0.3691
2106,,0.36924
2107,,0.37214
2108,,0.3777
2109,,0.38484
2110,,0.39106
2111,,0.3932
2112,,0.40028
2113,,0.40286
2114,,0.40924
2115,,0.41314
2116,,0.41518
2117,,0.42366
2118,,0.42766
2119,,0.43204
2120,,0.43476
2121,,0.43936
2122,,0.44792
2123,,0.44918
2124,,0.4563
2125,,0.45778
2126,,0.46564
2127,,0.47192
2128,,0.47784
2129,,0.48194
2130,,0.48732
2131,,0.49078
2132,,0.49314
2133,,0.50516
2134,,0.50402
2135,,0.50758
2136,,0.51228
2137,,0.52386
2138,,0.52628
2139,,0.52976
2140,,0.53092
2141,,0.54302
2142,,0.54768
2143,,0.54774
2144,,0.55572
2145,,0.56158
2146,,0.56586
2147,,0.57152
2148,,0.56798
2149,,0.58398
2150,,0.58404
2151,,0.5871
2152,,0.59444
2153,,0.59882
2154,,0.60106
2155,,0.61234
2156,,0.60814
2157,,0.61828
2158,,0.62636
2159,,0.6273
2160,,0.63104
2161,,0.63408
2162,,0.6435
2163,,0.64212
2164,,0.65184
2165,,0.65376
2166,,0.6581
2167,,0.66712
2168,,0.66432
2169,,0.6742
2170,,0.67686
2171,,0.6803
2172,,0.68936
2173,,0.68758
2174,,0.69762
2175,,0.69682
2176,,0.69992
2177,,0.7057
2178,,0.7132
2179,,0.71742
2180,,0.7201
2181,,0.72372
2182,,0.73008
2183,,0.73182
2184,,0.7342
2185,,0.73894
2186,,0.74602
2187,,0.7478
2188,,0.75056
2189,,0.75312
2190,,0.75692
2191,,0.76498
2192,,0.7681
2193,,0.7726
2194,,0.77704
2195,,0.77846
2196,,0.7825
2197,,0.78826
2198,,0.78938
2199,,0.79382
2200,,0.79782
2201,,0.7971
2202,,0.80534
2203,,0.80588
2204,,0.8114
2205,,0.81454
2206,,0.81354
2207,,0.82048
2208,,0.82442
2209,,0.82604
2210,,0.82762
2211,,0.83304
2212,,0.8319
2213,,0.83826
2214,,0.8407
2215,,0.84496
2216,,0.8476
2217,,0.85062
2218,,0.85124
2219,,0.85786
2220,,0.86022
2221,,0.86438
2222,,0.86594
2223,,0.86556
2224,,0.8698
2225,,0.87368
2226,,0.87068
2227,,0.87606
2228,,0.88108
2229,,0.88082
2230,,0.88276
2231,,0.88668
2232,,0.88886
2233,,0.89256
2234,,0.89326
2235,,0.89578
2236,,0.89594
2237,,0.89828
2238,,0.90118
2239,,0.90244
2240,,0.9063
2241,,0.9072
2242,,0.90926
